sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3	Minimum order quantity	Sell remainder
SXM-3940-G1	B08BCMD2FK	54.99	0																					
SXM-3941-G1	B08BCM6MZN	55.99	0																					
SXM-3943-G1	B08BCNDQ44	41.99	0																					
SXM-3989-G1	B083Q84KZQ	20.99	0																					false
SXM-3992-G1	B083Q6VMQ7	23.99	0																					false
SXM-3993-G1	B083Q7MWL7	23.99	0																					false
SXM-3999-G1	B083Q6XYT9	40.99	0																					false
SXM-4008-G1m	B087C1RV4J	56.99	0																					
SXM-4013-G1m	B087C17F5X	64.99	0																					
SXM-4014-G1m	B087C1DP4V	72.99	0																					
SXM-4015-G1m	B087C133H9	79.99	0																					
SXM-4018-G1m	B087C25KCH	73.99	0																					
SXM-4019-G1m	B087C11QPK	82.99	0																					
SXM-4020-G1m	B087C13C5P	82.99	0																					
SXM-4023-G1m	B087C22P7P	75.99	0																					
SXM-4024-G1m	B087C2136Q	83.99	0																					
SXM-4025-G1m	B087C194W7	91.99	0																					
SXM-4029-G1m	B087BZC2R6	87.99	0																					
SXM-4030-G1m	B087C1CS38	95.99	0																					
SXM-4211-G1a	B07RYLZ4X3	14.79	0																					false
SXM-4476-G10	B07WJS7WKS	28.59	0																					
SXM-4476-G100	B07WFLHQ81	160.59	0																					
SXM-4476-G150	B07WT57WG7	249.59	0																					
SXM-4476-G20	B07WFM7JJK	38.59	0																					
SXM-4476-G200	B07WV4VPQD	319.59	0																					
SXM-4476-G30	B07WDGPM1S	48.59	0																					
SXM-4476-G40	B07WDJ5W45	58.59	0																					
SXM-4476-G50	B07WDHRTBP	85.59	0																					
SXM-4476-G6	B07WHP252C	18.59	0																					
SXM-4547-G1	B07W4HPCXM	119.99	0																					false
SXM-4548-G1	B07W4J86H2	119.99	0																					false
SXM-4549-G1	B07W4H6HJW	119.99	0																					false
SXM-4550-G1	B07W4JHYD8	129.99	0																					false
SXM-4551-G1A	B07W4JP4GN	129.99	0																					false
SXM-4552-G1	B07W4J1G9B	129.99	0																					false
SXM-4577 4578-G1	B089RLRHY5	37.99	0																					false
SXM-4577-G1	B089RLBZJ8	26.99	0																					
SXM-4577-G2	B089RL6Z75	34.99	0																					
SXM-4579-G2	B089RLQXCQ	55.99	0																					false
SXM-4580-G1z	B089RM8M64	34.99	0																					false
SXM-4581 4582-G1	B089RM1MVH	57.99	0																					false
SXM-4581-G1	B089RMKBW4	38.99	0																					false
SXM-4581-G2	B089RLYZ94	52.89	0																					
SXM-4582-G1	B089RLXVCZ	41.99	0																					false
SXM-4582-G2	B089RMF2F6	62.99	0																					false
SXM-4586-G1	B089RLXLHM	44.89	0																					false
SXM-4586-G2	B089RMBDR4	64.99	0																					
SXM-4588-G1	B089RMR554	53.99	0																					false
SXM-4588-G2	B089RMKJYW	91.99	0																					false
SXM-4595-G1	B089RM1DNW	22.99	0																					
SXM-4597-G1	B089RLGY42	29.99	0																					
SXM-4625 4626-G1z	B089RLZJC1	51.99	0																					
SXM-4632-G1	B089RMCLZN	41.99	0																					
SXM-4633-G1	B089RMJKPH	50.99	0																					
SXM-4638-G1	B083Q7BY5K	24.99	0																					false
SXM-4639-G1	B083Q7HLD1	24.99	0																					false
SXM-4640-G1	B083Q7CWLY	24.99	0																					
SXM-4641-G1	B083Q7HNFM	23.99	0																					false
SXM-4643-G1	B083Q6VTSW	39.99	0																					false
SXM-4644-G1	B083Q5VPJJ	39.99	0																					false
SXM-4645-G1	B083Q6WP2L	39.99	0																					false
SXM-4646-G1	B083Q6R1B6	38.99	0																					false
SXM-4651-G1	B08CN8Y3CN	21.99	0																					
SXM-4652-G1	B08CNB3VQW	19.99	0																					
SXM-4653-G1	B08CN9BBF6	23.99	0																					
SXM-4654-G1	B08CNBP5WV	20.99	0																					
SXM-4655-G1	B08CND6YC4	23.99	0																					
SXM-4656-G1	B08CNCLKHW	20.99	0																					
SXM-4658 4659-G1	B093BSH9W9	189.99	0																					false
SXM-4778-G1	B086BR9568	169.99	0																					false
SXM-4782-G1	B086BQ4JKN	172.99	0																					false
SXM-4798-G1	B07W92HPM2	76.99	0																					
SXM-4801-A1	B08RBR8YSJ	36.99																						false
SXM-4808-G1	B0811NGZ51	23.99	0																					
SXM-4935-G1z	B08RBRWS4F	29.99	0																					
SXM-4936-M1m	B07ZYT2VSJ	18.99	0																					
SXM-4990-G1	B0837PLPK3	33.99	0																					false
SXM-4991-G1	B0837PJWTX	53.99	0																					false
SXM-4992-G1	B0837PBWJS	78.99	0																					false
SXM-5006-G1	B07W57R8QB	21.99	0																					
SXM-5006-G1a	B0817JPMF5	22.99	0																					
SXM-5007-G1	B07W3MPJWZ	21.99	0																					
SXM-5007-G1a	B0817J8SXJ	25.99	0																					
SXM-5008-G1	B07WL6VHSX	21.99	0																					
SXM-5008-G1a	B0817HWJX5	22.99	0																					
SXM-5009-G1	B07W3N3TGC	21.99	0																					
SXM-5009-G1a	B0817H5C5Y	25.99	0																					
SXM-5117-G1	B0825KD1ML	21.99	0																					
SXM-5117-G1a	B0825L6LYW	24.99	0																					
SXM-5118-G1	B0825KM7BN	29.98	0																					
SXM-5118-G1a	B0825KKWNC	32.98	0																					
SXM-5119-G1	B0825LC68T	33.29	0																					
SXM-5119-G1a	B0825K8Q4Q	36.29	0																					
SXM-5120-G1	B0825LHCG7	34.99	0																					
SXM-5120-G1a	B0825JZZFK	37.99	0																					
SXM-5121-G1	B0825KQR1X	35.92	0																					
SXM-5121-G1a	B0825TK62X	38.92	0																					
SXM-5122-G1	B0825L6FML	34.59	0																					
SXM-5122-G1a	B0825KJJT8	37.59	0																					
SXM-5123-G1	B0825K7P7M	39.69	0																					
SXM-5123-G1a	B0825K572Q	42.69	0																					
SXM-5124-G1	B0825L47GN	48.59	0																					
SXM-5124-G1a	B0825KMM22	51.59	0																					
SXM-5125-G1	B0825K6TJY	25.98	0																					
SXM-5125-G1a	B0825KVGCT	28.98	0																					
SXM-5126-G1	B0825KHK36	29.99	0																					
SXM-5126-G1a	B0825KV1X4	32.99	0																					
SXM-5127-G1	B0825KCVL6	34.28	0																					
SXM-5127-G1a	B0825KYVJG	37.28	0																					
SXM-5128-G1	B0825KK56G	35.89	0																					
SXM-5128-G1a	B0825K81NT	38.89	0																					
SXM-5129-G1	B0825KWPVB	38.98	0																					
SXM-5129-G1a	B0825KF6J8	41.98	0																					
SXM-5130-G1	B0825L86ZG	34.89	0																					
SXM-5130-G1a	B0825JRYPY	37.89	0																					
SXM-5131-G1	B0825L8KS2	41.68	0																					
SXM-5131-G1a	B0825K48CG	44.68	0																					
SXM-5132-G1	B0825KM94B	49.99	0																					
SXM-5132-G1a	B0825K57ZY	52.99	0																					
SXM-5141-G1	B097BV6DZH	18.99	0																					
SXM-5142-G1	B097BX55XN	30.99	0																					
SXM-5143-G1	B097BV1X5S	33.99	0																					
SXM-5144-G1	B097BV944L	20.99	0																					
SXM-5145-G1	B097BWBFVG	34.99	0																					
SXM-5146-G1	B097BTYGFK	38.99	0																					
SXM-5147-G1	B097BXNYMS	18.99	0																					
SXM-5148-G1	B097BWNZDJ	30.99	0																					
SXM-5149-G1	B097BVZQPW	33.99	0																					
SXM-5150-G1	B097BVCGYS	20.99	0																					
SXM-5151-G1	B097BYZJ2H	34.99	0																					
SXM-5152-G1	B097BV7894	39.99	0																					
SXM-5170-G1	B0825SRLBS	104.99	0																					
SXM-5171-G1	B0825SZHF1	138.99	0																					
SXM-5248-G1	B081GVXDSH	25.99	0																					false
SXM-5249-G1	B081GW4W7C	29.99	0																					false
SXM-5250-G1	B081GVYYG6	34.99	0																					false
SXM-5251-G1	B081GVBZXB	37.98	0																					false
SXM-5252-G1	B081GW8MQ9	27.99	0																					false
SXM-5293-G1r	B08RBQB3YC	29.99	0																					
SXM-5293-G1z	B08RBRPC7Z	26.99	0																					
SXM-5295-G1	B0817R23HK	57.89	0																					false
SXM-5312-G1	B08HWL669N	98.99	0																					false
SXM-5320-G1a	B08XNQW8Q3	53.99	0																					false
SXM-5321-G1a	B08XNT6MT7	55.99	0																					false
SXM-5322-G1a	B08XNQ6LH1	53.99	0																					false
SXM-5323-G1a	B08XNPWNHQ	53.99	0																					false
SXM-5324-G1a	B08XNPMP86	58.99	0																					false
SXM-5325-G1a	B08XNPTMDW	58.99	0																					false
SXM-5326-G1a	B08XNQLFKY	58.99	0																					false
SXM-5327-G1a	B08XNQYDY8	58.99	0																					false
SXM-5328-G1a	B08XNNZT1M	63.99	0																					false
SXM-5329-G1a	B08XNQHSNX	63.99	0																					false
SXM-5330-G1a	B08XNQ9RJ1	63.99	0																					false
SXM-5331-G1a	B08XNNSZSW	63.99	0																					false
SXM-5332-G1a	B08XNPV8TL	86.99	0																					false
SXM-5333-G1a	B08XNQJPKF	86.99	0																					false
SXM-5334-G1a	B08XNNVW7M	86.99	0																					false
SXM-5335-G1a	B08XNQ1NDK	86.99	0																					false
SXM-5336-G1a	B08XNPWX1W	99.59	0																					false
SXM-5337-G1a	B08XNQ2TS1	99.99	0																					false
SXM-5338-G1a	B08XNQ53WN	99.99	0																					false
SXM-5339-G1a	B08XNQRXSV	99.99	0																					false
SXM-5342-G1a	B08XNQ4T62	105.99	0																					false
SXM-5343-G1a	B08XNPNJL3	105.99	0																					false
SXM-5359-G1z	B09956FGZ3	25.99	0																					false
SXM-5360-G1	B07ZNRSG1M	26.99	0																					false
SXM-5360-G1z	B09958G5G2	23.59	0																					false
SXM-5422 5423 5424-G2	B09922S8SX	15.99	0																					false
SXM-5422 5423 5425-G2	B0991ZSWTC	16.99	0																					false
SXM-5422 5423 5426-G2	B0992127J9	17.99	0																					false
SXM-5422-G6	B082G1HZJ6	10.99	0																					false
SXM-5423-G6	B082G39YC5	11.99	0																					false
SXM-5424-G6	B082G2RSML	12.99	0																					false
SXM-5425-G6	B082G3C4L2	16.99	0																					false
SXM-5426-G6	B082G1XBRP	14.99	0																					false
SXM-5444-G1a	B08YWVYKJK	269.99	0																					
SXM-5445-G1a	B08XNMN7YY	55.99	0																					false
SXM-5446-G1a	B08XNQZWNN	62.99	0																					false
SXM-5447-G1a	B08XNPVT92	87.99	0																					false
SXM-5448-G1a	B08XNNZKMB	102.99	0																					false
SXM-5449-G1a	B08XNNNTM7	99.99	0																					false
SXM-5450-G1a	B08XNNR2PN	120.99	0																					
SXM-5451-G1a	B08XNQTNK4	53.99	0																					false
SXM-5452-G1a	B08XNS5315	58.99	0																					false
SXM-5453-G1a	B08XNRHL7Y	63.99	0																					false
SXM-5454-G1a	B08XNQ4JC6	86.99	0																					false
SXM-5455-G1a	B08XNMPN39	99.99	0																					false
SXM-5456-G1a	B08XNQZP65	118.99	0																					false
SXM-5457-G11	B08X4R8H3D	32.99	0																					
SXM-5457-G11a	B08V1HC36W	31.99	0																					false
SXM-5457-G22	B08X4M8T99	61.99	0																					
SXM-5457-G22a	B08TZQC7MP	60.99	0																					false
SXM-5457-G33	B08X4R1JGR	90.99	0																					
SXM-5457-G33a	B08TZRBJ6L	89.99	0																					false
SXM-5457-G44	B08X4QHKM4	119.99	0																					
SXM-5457-G55	B08X4RLWX9	148.99	0																					
SXM-5458-G11	B08X4QKJ11	32.99	0																					
SXM-5458-G11a	B08V12YGZG	31.99	0																					false
SXM-5458-G22	B08X4R7C7Z	61.99	0																					
SXM-5458-G22a	B08V16VH7H	60.99	0																					false
SXM-5458-G33	B08X4QV8QM	90.99	0																					
SXM-5458-G33a	B08V1FSGKH	89.99	0																					false
SXM-5458-G44	B08X4RM3ZY	119.99	0																					
SXM-5458-G55	B08X4QRPPY	148.99	0																					
SXM-5480-G1	B07WM1ZX8R	11.37	0																					
SXM-5480-G1a	B098QQPGMH	11.37	0																					
SXM-5481-G1	B07WF72MHS	17.99	0																					
SXM-5481-G1a	B098QQHZGX	17.99	0																					
SXM-5482-G2	B08DHLBW9P	41.99	0																					false
SXM-5525-G1a	B082YZVTNG	48.99	0																					
SXM-5533-G1	B083TKNRR9	33.99	0																					
SXM-5534-G1	B083TDB9Q2	35.99	0																					
SXM-5592-G10d	B08WRSXR8R	51.99	0																					
SXM-5592-G15d	B08WS4B84J	62.99	0																					
SXM-5592-G20d	B08WRVHGR1	80.99	0																					
SXM-5592-G25d	B08WRJY23T	100.99	0																					
SXM-5592-G30d	B08WRLK8M9	120.99	0																					
SXM-5592-G35d	B08WRDLZG1	140.99	0																					
SXM-5592-G40d	B08WRK2KCB	160.99	0																					
SXM-5592-G45d	B08WRN6FX7	180.99	0																					
SXM-5592-G50d	B08WRBPXTL	199.99	0																					
SXM-5592-G5d	B08WRFKD14	30.99	0																					
SXM-5597-G1a	B07WR9PMS5	20.99	0																					false
SXM-5624-M1m	B07ZYT43Q8	23.99	0																					
SXM-5629-G1a	B092ZRR3XD	40.99	0																					false
SXM-5678-B1	B0817XBPJ2	12.99	0																					false
SXM-5679-B1	B0817X8PLR	13.99	0																					false
SXM-5679-G1	B0817X8PLR	12.99	0																					
SXM-5682-G1b	B092Z87KDG	20.49	0																					
SXM-5683-G1b	B0897M6KDV	20.49	0																					
SXM-5684-G1b	B0897LHPHD	24.49	0																					
SXM-5685-G1b	B0897KXKG3	30.89	0																					
SXM-5783-G1	B08DLTY6PX	36.59	0																					
SXM-5783-G1a	B08DLTQRQT	37.99	0																					
SXM-5795-G1	B08FC8NZMR	20.99	0																					
SXM-5796-G1	B08FC8B1T9	29.99	0																					
SXM-5857-G1	B081RJS27S	32.99	0																					
SXM-5873-G1	B07XFJSH1D	29.99	0																					
SXM-5881-G1	B082W4WDMN	10.99	0																					
SXM-5948-G1c	B08D7CNPZY	11.09	0																					
SXM-6020-G1	B0817S3DD9	81.99	0																					
SXM-6049-A1a	B082QRFQD6	20.59																						
SXM-6054-G1	B094ZYJDNF	18.99	0																					
SXM-6055-G1	B094ZYKN7Y	21.99	0																					
SXM-6075-G1	B085176KMS	27.99	0																					
SXM-6102-G1a	B08HLVS2GS	28.99	0																					
SXM-6105-G1	B098W679D5	39.99	0																					
SXM-6106-G1	B098WSJT35	39.99	0																					
SXM-6107-G1	B098WWZ982	42.99	0																					
SXM-6110-G1	B08J7GB3JN	28.99	0																					
SXM-6110-G1a	B08KXQBDQV	28.99	0																					
SXM-6113-G1a	B08YWX31PL	320.99	0																					
SXM-6165-G1	B08BP1DL3P	149.99	0																					
SXM-6166-G1	B08BP4NLSQ	129.59	0																					
SXM-6186-G1	B08HQ86581	118.99	0																					false
SXM-6203-G1a	B08CC22F2L	43.99	0																					
SXM-6204-G1a	B08CC2V5N1	55.99	0																					
SXM-6205-G1a	B08CC22SGH	67.99	0																					
SXM-6206-G1a	B08CC2ZZZ2	77.99	0																					
SXM-6217-G1	B089XXF7YH	23.99	0																					
SXM-6218-G1	B08B3F2Y17	15.99	0																					
SXM-6218-G1a	B0991MYHDD	15.99	0																					
SXM-6273-G1	B08MTF48FW	12.99	0																					
SXM-6274-G1	B08MTS5WR3	15.99	0																					
SXM-6275-G1	B08MS39VZR	18.99	0																					
SXM-6276-G1	B08MTW2Z4V	21.99	0																					
SXM-6319-G11	B097DWZXHN	35.99	0																					false
SXM-6320-G11	B097DZCDY5	35.99	0																					false
SXM-6321-G6	B097DWC2HZ	39.99	0																					false
SXM-6322-G6	B097DVQWG3	37.99	0																					false
SXM-6421-G1b	B08M9FY3QV	37.99	0																					
SXM-6429-G30	B08B4LM7M7	9.99	0																					
SXM-6430-G50	B08XJZ7XJW	88.99	0																					
SXM-6431-G50	B08XK8HY2S	115.99	0																					
SXM-6432-G50	B08XK8YTJ5	150.99	0																					
SXM-6448-G2	B08FB2J2FP	18.99	0																					
SXM-6448-G3	B08F9YNN6J	16.89	0																					
SXM-6448-G4	B08FB2KNCQ	21.99	0																					
SXM-6459-G1a	B08MBXLN1F	32.99	0																					
SXM-6459-G1b	B085M8CHD7	32.99	0																					
SXM-6464-G1	B096ZKN9VJ	10.99	0																					
SXM-6465-G1	B097Y7Q7GW	35.99	0																					
SXM-6478-A1	B08RBQSHLV	26.99																						false
SXM-6485-G4	B08X6TWGFT	33.99	0																					
SXM-6526-G1a	B08L36GM1R	88.98	0																					
SXM-6553-G1	B08J7VGXF7	24.99	0																					
SXM-6587-G1	B08HS4K45J	16.99	0																					
SXM-6660-G1	B08L79WZXT	18.99	0																					
SXM-6661-G1	B08L7CP7X3	19.99	0																					
SXM-6699-G1	B08PXNZ7D6	19.99	0																					
SXM-6700-G1	B08PYV9NQY	19.99	0																					
SXM-6707-G1	B08PYTGRDF	29.99	0																					
SXM-6708-G1	B08PYQ8GPL	29.99	0																					
SXM-6709-G1	B08PYTFQ24	29.99	0																					
SXM-6710-G1	B08PYWGQ86	29.99	0																					
SXM-6711-G1	B08PYT7166	36.99	0																					
SXM-6712-G1	B08PYWJX72	36.99	0																					
SXM-6713-G1	B08PYV3454	36.99	0																					
SXM-6720-M1a	B08LSWKT47	15.29	0																					
SXM-6721-M1a	B08LRZZ68B	16.19	0																					
SXM-6722-M1a	B08LSHYNMK	26.29	0																					
SXM-6728-G1	B09375GVYV	112.99	0																					false
SXM-6786-G1	B08M9S192Z	14.99	0																					
SXM-6786-G1a	B08MC6W21H	15.59	0																					
SXM-6786-G2	B08M9MXL8Y	22.99	0																					
SXM-6787-G1	B08M99KGD9	14.99	0																					
SXM-6787-G1a	B08MC6M7W1	15.59	0																					
SXM-6787-G2	B08M9R6JDP	22.99	0																					
SXM-6791-G1	B0983YYXY6	24.99	0																					
SXM-6806-G1a	B07Z5X4V73	14.59	0																					false
SXM-6809-G1a	B07Z5X4LZB	18.99	0																					false
SXM-6810-G1a	B07Z5XMS8F	20.99	0																					false
SXM-6827-G1	B091C27WMF	54.99	0																					
SXM-6842*1 5947*1-G1c	B08FDSPJPV	19.99	0																					
SXM-6842*1 5947*1-G1g	B08RDPKGRL	19.99	0																					
SXM-6869-G6	B08P1PWZWW	29.99	0																					
SXM-6870-A1	B089RTKKPZ	55.99	0																					
SXM-6870-A1a	B08P4M7VNB	57.99																						false
SXM-6883-G1	B09579Q1MT	15.98	0																					
SXM-6893-G1a	B0999B8X7Q	44.99	0																					false
SXM-6899-G1	B098WQSJ9X	28.99	0																					false
SXM-6917-G1	B08XXZHZW1	8.99	0																					
SXM-6924-G1	B07WBWFW6H	29.99	0																					false
SXM-6946-G1	B08QTL1TXP	35.99	0																					false
SXM-6961-G1	B098B3JXS2	16.99	0																					
SXM-6962-G1	B098B3FZCZ	17.99	0																					
SXM-6963-G1	B097Y8XMZ4	21.98	0																					
SXM-6963-G2	B097Y9GF2R	29.99	0																					
SXM-7019-G1	B08CNBKFQK	15.99	0																					
SXM-7020-G1	B08CNC4PT6	13.99	0																					
SXM-7021-G1	B08CNBS3VB	13.99	0																					
SXM-7022-G1	B08CNB5P63	15.99	0																					
SXM-7031-G2	B08XLSGFTJ	12.99	0																					
SXM-7066-G1	B08CR96ZZD	28.99	0																					
SXM-7067-G1	B08CRDRRTN	40.99	0																					
SXM-7068-G1	B08CR5HCHD	47.99	0																					
SXM-7111-G1	B08RYWWJYB	16.99	0																					
SXM-7128-G1a	B08WC3SRVH	36.99	0																					false
SXM-7129-G1a	B08WCR5YVT	40.99	0																					false
SXM-7130-G1a	B08WBSZQX5	46.99	0																					false
SXM-7132-G1a	B08WC5W5SL	54.99	0																					false
SXM-7133-G1a	B08WC95N2T	63.99	0																					false
SXM-7134-G1a	B08WBYHZGX	64.99	0																					false
SXM-7136-G1a	B08WCV4ZWS	74.99	0																					false
SXM-7146-G1	B093D6RRPX	31.99	0																					
SXM-7232-G2	B091H89RZY	12.59	0																					
SXM-7232-G4	B0992CBM6T	17.99	0																					
SXM-7233-G2	B091H6FLWM	12.59	0																					
SXM-7233-G4	B0992BWCBY	17.99	0																					
SXM-7373-G1	B091C43S6X	98.99	0																					
SXM-7385-G1	B091CB4TT7	29.96	0																					
SXM-7432-G1	B095KFYDMM	27.99	0																					
SXM-7432-G1a	B095KFYDMM	35.99	0																					
SXM-7444-G1a	B097ZRPXDF	11.99	0																					false
SXM-7444-G2	B097ZQZT9Z	16.99	0																					false
SXM-7451-G1	B097SZH61H	12.99	0																					
SXM-7451-G2	B097SXK1GG	17.99	0																					
SXM-7508-A1	B098QJG1VB	16.89	0																					
SXM-7508-G1	B098QJG1VB	16.89	0																					false
SXM-7509-A1	B098QK1C1T	26.89	0																					
SXM-7509-G1	B098QK1C1T	26.89	0																					false
